text,label
Oh sure   every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,6
Tell me about it,7
Well then let's just quit We'll just quit Let's all quit,1
It does sound appealing,7
Oh   I never could do it,1
Oh but you could,7
You can,7
Absolutely,1
So   we're decided   no on plaid   yes on pink,7
Absolutely,1
I am so on board,1
Rachel didn't you just light that,7
Yeah   I did   but y'know what I am really   really trying to cut back   y'know  Good luck   Rach,7
I've actually been thinking about quitting lately,7
Oh sure   every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,6
Tell me about it,7
Well then let's just quit We'll just quit Let's all quit,1
It does sound appealing,7
Oh   I never could do it,1
Oh but you could,7
You can,7
Absolutely,1
We can help each other out,1
We can get--what are those--those patches,7
So   we're decided   no on plaid   yes on pink,7
Absolutely,1
I am so on board,1
Rachel didn't you just light that,7
Yeah   I did   but y'know what I am really   really trying to cut back   y'know  Good luck   Rach,7
I've actually been thinking about quitting lately,7
Oh sure   every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,6
Tell me about it,7
Well then let's just quit We'll just quit Let's all quit,1
It does sound appealing,7
Oh   I never could do it,1
Oh but you could,7
You can,7
Absolutely,1
We can help each other out,1
We can get--what are those--those patches,7
We could be like the Patch Sisters,1
So   we're decided   no on plaid   yes on pink,7
Absolutely,1
I am so on board,1
Rachel didn't you just light that,7
Yeah   I did   but y'know what I am really   really trying to cut back   y'know  Good luck   Rach,7
I've actually been thinking about quitting lately,7
Oh sure   every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,6
Tell me about it,7
Well then let's just quit We'll just quit Let's all quit,1
It does sound appealing,7
Oh   I never could do it,1
Oh but you could,7
You can,7
Absolutely,1
We can help each other out,1
We can get--what are those--those patches,7
We could be like the Patch Sisters,1
Oh y'know   we really should quit Okay   let's quit,1
So   we're decided   no on plaid   yes on pink,7
Absolutely,1
I am so on board,1
Rachel didn't you just light that,7
Yeah   I did   but y'know what I am really   really trying to cut back   y'know  Good luck   Rach,7
I've actually been thinking about quitting lately,7
Oh sure   every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,6
Tell me about it,7
Well then let's just quit We'll just quit Let's all quit,1
It does sound appealing,7
Oh   I never could do it,1
Oh but you could,7
You can,7
Absolutely,1
We can help each other out,1
We can get--what are those--those patches,7
We could be like the Patch Sisters,1
Oh y'know   we really should quit Okay   let's quit,1
Yes Great Give me those cigs Give it Give it,1
My late husband gave me that lighter  I'm not kidding,0
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Does the knuckle-cracking bother everybody,3
Well   I-I could live without it,7
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Does the knuckle-cracking bother everybody,3
Well   I-I could live without it,7
Well   is it   like   a little annoying   or is it like when Phoebe chews her hair,7
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Does the knuckle-cracking bother everybody,3
Well   I-I could live without it,7
Well   is it   like   a little annoying   or is it like when Phoebe chews her hair,7
Oh   now   don't listen to him   Pheebs   I think it's endearing,7
"Oh    ""you do   do you""",3
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Does the knuckle-cracking bother everybody,3
Well   I-I could live without it,7
Well   is it   like   a little annoying   or is it like when Phoebe chews her hair,7
Oh   now   don't listen to him   Pheebs   I think it's endearing,7
"Oh    ""you do   do you""",3
You know   there's nothing wrong with speaking correctly,7
"""Indeed there isn't"" I should really get back to work",1
Well   maybe it's a contest   y'know Like   collect all five,7
Does   um   anyone wanna see,7
Nooo,6
Oh   hey   don't do that Cut it out,3
It's worse than the thumb,6
Hey   this is so unfair,3
Oh   why is it unfair,5
So I have a flaw,3
Big deal,3
Like Joey's constant knuckle-cracking isn't annoying,3
And Ross   with his over-pronouncing every single word,3
And Monica   with that snort when she laughs,3
I mean   what the hell is that thing,6
I accept all those flaws   why can't you accept me for this,3
Does the knuckle-cracking bother everybody,3
Well   I-I could live without it,7
Well   is it   like   a little annoying   or is it like when Phoebe chews her hair,7
Oh   now   don't listen to him   Pheebs   I think it's endearing,7
"Oh    ""you do   do you""",3
You know   there's nothing wrong with speaking correctly,7
"""Indeed there isn't"" I should really get back to work",1
Yeah   'cause otherwise someone might get what they actually ordered,7
Ohh-ho-hooohhh The hair comes out   and the gloves come on,3
Awww Mel Torme died,0
Joey   that paper's like a year old,7
Aw Does that mean the,0
Hey,7
Hey,7
You're sure You're absolutely sure,7
Well   no But   um   I bet she probably does,7
Probably,7
Yeah   I don't like that word,6
You're sure You're absolutely sure,7
Well   no But   um   I bet she probably does,7
Probably,7
Yeah   I don't like that word,6
Kind of what probably' really means,7
You're sure You're absolutely sure,7
Well   no But   um   I bet she probably does,7
Probably,7
Yeah   I don't like that word,6
Kind of what probably' really means,7
Yeah   uh-huh,7
"Yeah   oh   ""Your mom probably won't kill herself  "" y'know",3
You're sure You're absolutely sure,7
Well   no But   um   I bet she probably does,7
Probably,7
Yeah   I don't like that word,6
Kind of what probably' really means,7
Yeah   uh-huh,7
"Yeah   oh   ""Your mom probably won't kill herself  "" y'know",3
"I'm sorry   but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably""",3
You gotta take care of yourselves,7
He's a keeper How are you feeling,7
Oh   I'm fine,7
Can I just say   I really admire what you're doing Just raising her all alone,7
Oh   I'm not doing it alone I have Ross,7
Oh   sure Now But what happens when he meets somebody else and gets married,7
Well then he gets a divorce   it's Ross,7
I'm telling you Rachel   listen to Janice They all say they're gonna be there until they start their real family,7
Well IThat's never gonna happen with Ross,0
He's a keeper How are you feeling,7
Oh   I'm fine,7
Can I just say   I really admire what you're doing Just raising her all alone,7
Oh   I'm not doing it alone I have Ross,7
Oh   sure Now But what happens when he meets somebody else and gets married,7
Well then he gets a divorce   it's Ross,7
I'm telling you Rachel   listen to Janice They all say they're gonna be there until they start their real family,7
Well IThat's never gonna happen with Ross,0
Oh well that's what I thought about my first husband   now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms New Boobs,6
Hey Who's that,7
New people,7
What happened to the Disgustingtons,7
They're having their baby,3
Hey Who's that,7
New people,7
What happened to the Disgustingtons,7
They're having their baby,3
It's not fair Ross we got here first,3
Right after you left they wheeled her off into delivery,7
Hey Who's that,7
New people,7
What happened to the Disgustingtons,7
They're having their baby,3
It's not fair Ross we got here first,3
Right after you left they wheeled her off into delivery,7
Oh but not before she gave me a juicy shot of little Jamie just crowning away,7
Wow Sorry So uh   how are the new people,5
Phoebe,7
Yeah,7
Look at that guy by the window   wow,5
Phoebe,7
Yeah,7
Look at that guy by the window   wow,5
He's awfully short and I think he's talking to himself And to be completely honest   he's not that good in bed,7
Oh   what is wrong with me lately,0
Phoebe,7
Yeah,7
Look at that guy by the window   wow,5
He's awfully short and I think he's talking to himself And to be completely honest   he's not that good in bed,7
Oh   what is wrong with me lately,0
I mean it's like every guy I seeI mean look here,7
Phoebe,7
Yeah,7
Look at that guy by the window   wow,5
He's awfully short and I think he's talking to himself And to be completely honest   he's not that good in bed,7
Oh   what is wrong with me lately,0
I mean it's like every guy I seeI mean look here,7
Look at that guy for example   I mean normally that's not someone I would-would be attracted to   but right now   with the way I'm feeling   all I want to do is rip off his sweatpants and fanny pack,7
Wait a second This is about the fourth month of your pregnancy   right,7
Yeah,7
This is completely normal   around the fourth month your hormones start going crazy,7
Really So this has happened to you,5
Phoebe,7
Yeah,7
Look at that guy by the window   wow,5
He's awfully short and I think he's talking to himself And to be completely honest   he's not that good in bed,7
Oh   what is wrong with me lately,0
I mean it's like every guy I seeI mean look here,7
Look at that guy for example   I mean normally that's not someone I would-would be attracted to   but right now   with the way I'm feeling   all I want to do is rip off his sweatpants and fanny pack,7
Wait a second This is about the fourth month of your pregnancy   right,7
Yeah,7
This is completely normal   around the fourth month your hormones start going crazy,7
Really So this has happened to you,5
Oh absolutely yeah,7
Oh and keep in mind   now   I was carrying triplets so in   y'know   medical terms I was-I was thrice as randy,7
Wow This explains so much Last weekend   I went from store to store sitting on Santa's lap,1
Ugh,6
I don't know what I'm going to do,4
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
I was uh   I was thinking I might want to pick one of those babies up for myself   I might want to get one of those,7
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
I was uh   I was thinking I might want to pick one of those babies up for myself   I might want to get one of those,7
That ring When my grandmother first came to this country   that ring and the clothes on her back were all she had with her,5
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
I was uh   I was thinking I might want to pick one of those babies up for myself   I might want to get one of those,7
That ring When my grandmother first came to this country   that ring and the clothes on her back were all she had with her,5
So you might say   the ring is irreplaceable,5
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
I was uh   I was thinking I might want to pick one of those babies up for myself   I might want to get one of those,7
That ring When my grandmother first came to this country   that ring and the clothes on her back were all she had with her,5
So you might say   the ring is irreplaceable,5
Oh absolutely It has been in my family for generations   and every bride who has worn it has had a long and happy life,1
Ugh,6
I don't know what I'm going to do,4
I called the company that sent and th-they don't care,3
Then I called 9-1-1 and they laughed at me   if this isn't an emergency   then what is,3
Hey guys,1
Hey,1
Hey,7
I just wanted to thank you again for last night   what a great party,1
And the guys from work had a blast,1
Y'know   one of them had never been to a bachelor party before,1
Yeah,1
And-and another one had never been to a party before   so,5
So uh   hey   that uh   that wedding ring   huh Man   that's nice,1
Yeah   right,1
I was uh   I was thinking I might want to pick one of those babies up for myself   I might want to get one of those,7
That ring When my grandmother first came to this country   that ring and the clothes on her back were all she had with her,5
So you might say   the ring is irreplaceable,5
Oh absolutely It has been in my family for generations   and every bride who has worn it has had a long and happy life,1
So you might say   it's a magic ring,1
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Yeah-yeah I like that but just to go in another direction,7
Okay   okay This can go on for a while,7
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Yeah-yeah I like that but just to go in another direction,7
Okay   okay This can go on for a while,7
Yeah well we should order some food then,7
No Joey Look why don't   why don't we just let her decide Okay Hey-hey   we'll,7
That sounds fair,7
Maybe I'll take her to that new French restaurant down the street,7
Ah yeahwait a second now,3
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Yeah-yeah I like that but just to go in another direction,7
Okay   okay This can go on for a while,7
Yeah well we should order some food then,7
No Joey Look why don't   why don't we just let her decide Okay Hey-hey   we'll,7
That sounds fair,7
Maybe I'll take her to that new French restaurant down the street,7
Ah yeahwait a second now,3
Look we're gonna have to set a spending limit on the date,7
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Yeah-yeah I like that but just to go in another direction,7
Okay   okay This can go on for a while,7
Yeah well we should order some food then,7
No Joey Look why don't   why don't we just let her decide Okay Hey-hey   we'll,7
That sounds fair,7
Maybe I'll take her to that new French restaurant down the street,7
Ah yeahwait a second now,3
Look we're gonna have to set a spending limit on the date,7
I don't have the money to take her to a fancy place like that,3
Well obviously only one of us can keep dating her,7
Obviously So   how do we decide,7
Well now let's-let's look at this objectively   I think I should date her,7
Uh-huh Uh-huh,7
That's interesting   but check this out I date her,1
Yeah-yeah I like that but just to go in another direction,7
Okay   okay This can go on for a while,7
Yeah well we should order some food then,7
No Joey Look why don't   why don't we just let her decide Okay Hey-hey   we'll,7
That sounds fair,7
Maybe I'll take her to that new French restaurant down the street,7
Ah yeahwait a second now,3
Look we're gonna have to set a spending limit on the date,7
I don't have the money to take her to a fancy place like that,3
Well sorry   that's what I do on dates,7
All right   well I guess I'll just have to do what I do on dates,7
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Oh   no thanks   I got it  No I don't,7
Whoa Are you okay,5
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Oh   no thanks   I got it  No I don't,7
Whoa Are you okay,5
Whew Stood up to fast   got a little head rush,5
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Oh   no thanks   I got it  No I don't,7
Whoa Are you okay,5
Whew Stood up to fast   got a little head rush,5
It's the heat  And-and the humidity,7
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Oh   no thanks   I got it  No I don't,7
Whoa Are you okay,5
Whew Stood up to fast   got a little head rush,5
It's the heat  And-and the humidity,7
That's a uh   that's a tough combination,7
Hi   again,7
Hey,7
Hey,7
Thank you soo   much,1
Oh   don't thank me   thank the jerk that never showed up Okay   I gotta get to get to work,3
You want some help with that,7
Oh   no thanks   I got it  No I don't,7
Whoa Are you okay,5
Whew Stood up to fast   got a little head rush,5
It's the heat  And-and the humidity,7
That's a uh   that's a tough combination,7
Do you wanna come in for some lemonade,7
Like you wouldn't believe  Wow This is a great place,5
Oh,5
Hey   somebody left their keys,7
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Hey Gunther   these yours,7
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Hey Gunther   these yours,7
Yeah   that's what I drive I make four bucks an hour   I saved up for 350 years,6
Na-uh  Hey did anybody lose their keys,7
Joey   why don't you put them in the lost and found,7
There's a lost and found  My shoe,5
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Hey Gunther   these yours,7
Yeah   that's what I drive I make four bucks an hour   I saved up for 350 years,6
Na-uh  Hey did anybody lose their keys,7
Joey   why don't you put them in the lost and found,7
There's a lost and found  My shoe,5
You left a shoe here,5
Well   I didn't realize until I got home,7
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Hey Gunther   these yours,7
Yeah   that's what I drive I make four bucks an hour   I saved up for 350 years,6
Na-uh  Hey did anybody lose their keys,7
Joey   why don't you put them in the lost and found,7
There's a lost and found  My shoe,5
You left a shoe here,5
Well   I didn't realize until I got home,7
I wasn't gonna walk all the way back down here with one shoe,7
I'm gonna go find that guy's car and leave a note on the windshield,7
Oh good   when he comes back for his keys   I'll be sure to give him your shoe,7
Oh,5
Hey   somebody left their keys,7
Ooohh   to a Porsche,5
Hey Gunther   these yours,7
Yeah   that's what I drive I make four bucks an hour   I saved up for 350 years,6
Na-uh  Hey did anybody lose their keys,7
Joey   why don't you put them in the lost and found,7
There's a lost and found  My shoe,5
You left a shoe here,5
Well   I didn't realize until I got home,7
I wasn't gonna walk all the way back down here with one shoe,7
I'm gonna go find that guy's car and leave a note on the windshield,7
Oh good   when he comes back for his keys   I'll be sure to give him your shoe,7
Great Thanks,1
Ok   and this is Funny Clown Funny Clown is only for after his naps   not before his naps or he won't sleep,7
Carol   we've been through this before   ok,1
We have a good time,1
We laugh   we play,1
It's like we're father and son,1
Honey   relax Ross is great with him  Don't look so surprised I'm a lovely person,1
Oh   this is so cute,1
Oh   I got that for him,7
Ok   and this is Funny Clown Funny Clown is only for after his naps   not before his naps or he won't sleep,7
Carol   we've been through this before   ok,1
We have a good time,1
We laugh   we play,1
It's like we're father and son,1
Honey   relax Ross is great with him  Don't look so surprised I'm a lovely person,1
Oh   this is so cute,1
Oh   I got that for him,7
My mommies love me That's clever,1
Hello,7
Oh   Hi   JuHi   Jew,7
Uh huh,7
Uh huh,7
Ok  Um   sure   that'd be great,7
See ya then,7
Bye,7
Did you just say Hi   Jew,5
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
I can smell it a little   bake the pie,1
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
I can smell it a little   bake the pie,1
Okay,1
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
I can smell it a little   bake the pie,1
Okay,1
Okay,7
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
I can smell it a little   bake the pie,1
Okay,1
Okay,7
Hello  Oh yes   one minute please  It's for you It's the fire inspector,7
Now there you go I wouldn't want my best guest to strain her eyes,1
Thanks Monica,1
Does that smell bother you,6
What the smell from Joey's No   I can hardly smell it over here,5
Well you let me know if you can   because y'know I can bake a pie to cover it,7
I can smell it a little   bake the pie,1
Okay,1
Okay,7
Hello  Oh yes   one minute please  It's for you It's the fire inspector,7
Oh  Hello  Yeah this is Phoebe  Really,5
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Why not I don't want to do this alone And he's such a sweet  guy and he loves me so much,0
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Why not I don't want to do this alone And he's such a sweet  guy and he loves me so much,0
Well do you love him,7
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Why not I don't want to do this alone And he's such a sweet  guy and he loves me so much,0
Well do you love him,7
Sure,7
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Why not I don't want to do this alone And he's such a sweet  guy and he loves me so much,0
Well do you love him,7
Sure,7
Sure,7
Yeah   I mean whatever,7
Honey   the question isdo you really want to marry Joey,0
Is he crazy You just had Ross's baby,5
Well   I-I said yes,4
What,5
Are you crazy,3
You just had Ross's baby,3
It's-it's so  inappropriate,3
No   it's worse than that,6
It's wrong,6
It's It is bigger than  mine,5
I know,7
You can't marry him,0
Why not I don't want to do this alone And he's such a sweet  guy and he loves me so much,0
Well do you love him,7
Sure,7
Sure,7
Yeah   I mean whatever,7
Honey   the question isdo you really want to marry Joey,0
No No   I don't Could you be a dear and go tell him,0
So-so you two were married huh What happened You just drift apart,7
Here comes the bride,1
Oh my God Monica,5
So-so you two were married huh What happened You just drift apart,7
Here comes the bride,1
Oh my God Monica,5
I wanna wear this everyday,1
You look so beautiful,1
I'm so happy for me,1
Hello,7
So-so you two were married huh What happened You just drift apart,7
Here comes the bride,1
Oh my God Monica,5
I wanna wear this everyday,1
You look so beautiful,1
I'm so happy for me,1
Hello,7
Hey Did Chandler show up yet,4
Yeah   we got him back Everything's fine,7
Damnit,3
I will be Listen   I don't want you teaching my son that stuff anymore Okay,3
Fine,7
Fine   but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel,3
I will be Listen   I don't want you teaching my son that stuff anymore Okay,3
Fine,7
Fine   but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel,3
And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want,3
No that's not what I want Uh   I'm glad you guys were bonding but I,7
I will be Listen   I don't want you teaching my son that stuff anymore Okay,3
Fine,7
Fine   but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel,3
And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want,3
No that's not what I want Uh   I'm glad you guys were bonding but I,7
Look he doesn't have any brothers or sisters   somebody's gonna have to teach him this stuff,0
