text,label
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
Okay Joey  first of all Kash Ford is not people Second of all  what did he say when you told him I was pregnant ,3
I didnt tell him I didnt know if you were telling people This is back when I thought Kash was still people ,7
Good-good  dont tell him Dont tell him Just have him call me okay ,4
Rach look  I really dont think thats such a great ,0
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
Okay Joey  first of all Kash Ford is not people Second of all  what did he say when you told him I was pregnant ,3
I didnt tell him I didnt know if you were telling people This is back when I thought Kash was still people ,7
Good-good  dont tell him Dont tell him Just have him call me okay ,4
Rach look  I really dont think thats such a great ,0
Okay  you go do it Ill come back to that set Ill meet more actors Ill meet em all ,1
Ah Ah I forgot my jacket ,3
You tell them to wait ,3
Okay Wait Wait ,7
Emily ,7
Ah Ah I forgot my jacket ,3
You tell them to wait ,3
Okay Wait Wait ,7
Emily ,7
Oh no-no-no Oh-no  No No Emily ,3
I know You're the guy who wouldn't chip in for the handyman ,0
Nevermind ,3
No  I-I actually thought it was unfair the way everyone reacted I mean you had just moved in ,7
I know You're the guy who wouldn't chip in for the handyman ,0
Nevermind ,3
No  I-I actually thought it was unfair the way everyone reacted I mean you had just moved in ,7
Jen ,7
Jen  I know this may sound a little But uh  would you maybe wanna grab a cup of coffee sometime  or ,7
I know You're the guy who wouldn't chip in for the handyman ,0
Nevermind ,3
No  I-I actually thought it was unfair the way everyone reacted I mean you had just moved in ,7
Jen ,7
Jen  I know this may sound a little But uh  would you maybe wanna grab a cup of coffee sometime  or ,7
Sure That would be nice ,1
Umm ,7
Oh My number is on there  Give me a call ,1
I will give you a call ,7
I'll see you later ,7
I know You're the guy who wouldn't chip in for the handyman ,0
Nevermind ,3
No  I-I actually thought it was unfair the way everyone reacted I mean you had just moved in ,7
Jen ,7
Jen  I know this may sound a little But uh  would you maybe wanna grab a cup of coffee sometime  or ,7
Sure That would be nice ,1
Umm ,7
Oh My number is on there  Give me a call ,1
I will give you a call ,7
I'll see you later ,7
Okay ,1
Here we go Okay  brace yourselves ,7
What ,7
Okay ,7
Ow ,5
Here we go Okay  brace yourselves ,7
What ,7
Okay ,7
Ow ,5
Arent you gonna go ,7
No Thank you ,7
No  Rachel never pees in public restrooms ,7
Here we go Okay  brace yourselves ,7
What ,7
Okay ,7
Ow ,5
Arent you gonna go ,7
No Thank you ,7
No  Rachel never pees in public restrooms ,7
Well  they never have any paper in there y'know So my rule is no tissue  no tuschy  Well  if everybodys going ,7
No  y'know what dont close it  cause the keysare in there ,7
Oh  no-no-no-no-no-no ,4
I promise ,7
Although  dont feel like you cant visit ,7
Hey  is  is  is Chandler here ,7
No  no hes not ,7
You guys  Joey just saw Janice kissing her ex-husband ,5
What  So what are you going to do I mean how  how are you going to tell Chandler ,5
I promise ,7
Although  dont feel like you cant visit ,7
Hey  is  is  is Chandler here ,7
No  no hes not ,7
You guys  Joey just saw Janice kissing her ex-husband ,5
What  So what are you going to do I mean how  how are you going to tell Chandler ,5
Well  I was thinking about that and I  I think the best way would be  to not ,7
Joey  you cant keep this to yourself  if you know about this  you have to tell him ,7
Itll kill him I mean itll  itll just kill him ,4
Hey  what are you doing here ,7
Well  oh just ah  I was just wondering  when you and I split up  did you get the tape that was half the last episode of ,7
Ah yeah  but now its Susan and me in Mexico and the hostages coming home ,7
Wheres Ben ,7
Hes sleeping ,7
Ahh  Ooh  is this a ah  is this a bad time ,5
Hey  what are you doing here ,7
Well  oh just ah  I was just wondering  when you and I split up  did you get the tape that was half the last episode of ,7
Ah yeah  but now its Susan and me in Mexico and the hostages coming home ,7
Wheres Ben ,7
Hes sleeping ,7
Ahh  Ooh  is this a ah  is this a bad time ,5
Umm  yeah  actually  Susans gonna be home any minute  its kinda an anniversary ,1
Hey  what are you doing here ,7
Well  oh just ah  I was just wondering  when you and I split up  did you get the tape that was half the last episode of ,7
Ah yeah  but now its Susan and me in Mexico and the hostages coming home ,7
Wheres Ben ,7
Hes sleeping ,7
Ahh  Ooh  is this a ah  is this a bad time ,5
Umm  yeah  actually  Susans gonna be home any minute  its kinda an anniversary ,1
Oh I thought you guys got married in uh  January ,5
Its not that kind of anniversary ,7
Where are we gonna find a tiny little hat ,7
Oh  oh  oh  Ill get Rainy Day Bear ,1
Because hell know what to do  Oh my God  youre a genius ,1
Where are we gonna find a tiny little hat ,7
Oh  oh  oh  Ill get Rainy Day Bear ,1
Because hell know what to do  Oh my God  youre a genius ,1
Oh God  oh God  its sowed on though ,4
Where are we gonna find a tiny little hat ,7
Oh  oh  oh  Ill get Rainy Day Bear ,1
Because hell know what to do  Oh my God  youre a genius ,1
Oh God  oh God  its sowed on though ,4
Give it Give it ,7
Where are we gonna find a tiny little hat ,7
Oh  oh  oh  Ill get Rainy Day Bear ,1
Because hell know what to do  Oh my God  youre a genius ,1
Oh God  oh God  its sowed on though ,4
Give it Give it ,7
Okay ,7
Where are we gonna find a tiny little hat ,7
Oh  oh  oh  Ill get Rainy Day Bear ,1
Because hell know what to do  Oh my God  youre a genius ,1
Oh God  oh God  its sowed on though ,4
Give it Give it ,7
Okay ,7
Oh ,5
Oh  its just like a bloodbath in here today ,0
Please This is so your fault ,3
How  how is this my fault ,5
Look  Carol never threw me out of a room before you came along ,3
Yeah Well  there's a lot of things Carol never did before I came along ,3
Please This is so your fault ,3
How  how is this my fault ,5
Look  Carol never threw me out of a room before you came along ,3
Yeah Well  there's a lot of things Carol never did before I came along ,3
Hey  hey  ok  all right  that's it ,3
Get in here ,3
Come on ,7
Please This is so your fault ,3
How  how is this my fault ,5
Look  Carol never threw me out of a room before you came along ,3
Yeah Well  there's a lot of things Carol never did before I came along ,3
Hey  hey  ok  all right  that's it ,3
Get in here ,3
Come on ,7
My god  you guys  I don't believe you ,3
Please This is so your fault ,3
How  how is this my fault ,5
Look  Carol never threw me out of a room before you came along ,3
Yeah Well  there's a lot of things Carol never did before I came along ,3
Hey  hey  ok  all right  that's it ,3
Get in here ,3
Come on ,7
My god  you guys  I don't believe you ,3
There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing ,3
So just stop all the yelling  just stop it ,3
Yeah  Susan ,7
Please This is so your fault ,3
How  how is this my fault ,5
Look  Carol never threw me out of a room before you came along ,3
Yeah Well  there's a lot of things Carol never did before I came along ,3
Hey  hey  ok  all right  that's it ,3
Get in here ,3
Come on ,7
My god  you guys  I don't believe you ,3
There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing ,3
So just stop all the yelling  just stop it ,3
Yeah  Susan ,7
Don't make me do this again  I don't like my voice like this ,3
Ok  who wants to hear something ironic ,7
"Oh Here it is  Ooh  Joey Why did you sign it  ""Son of a bitch""" ,5
I didnt do that Who wouldve done that ,5
Son of a bitch ,3
Okay  maybe ask this guy ,7
Oh  did I not mention Carl is a guy I hired to be my identical twin for a medical research project ,7
Yknow sometimes the good ideas are just right in front of you  arent they ,1
Okay  I know it sounds crazy  but I think it might work Yknow The only problem is  Carls acting is ,7
The ,7
Yeah  hes the reason I didnt get that big ,7
Hey  uh can I get a little piece of that cake ,7
Pizza We like Pizza Get out ,3
Really In the moment  I really wanted to kiss you too In the moment ,1
In the moment  yeah ,7
But only in the moment So do ya wanna kiss again ,1
Sure  New Years Eve is only two weeks away Can you wait ,7
No ,7
Really In the moment  I really wanted to kiss you too In the moment ,1
In the moment  yeah ,7
But only in the moment So do ya wanna kiss again ,1
Sure  New Years Eve is only two weeks away Can you wait ,7
No ,7
Me neither ,7
3  2  ,7
Joey  you dont have to count down every time we kiss ,1
Really In the moment  I really wanted to kiss you too In the moment ,1
In the moment  yeah ,7
But only in the moment So do ya wanna kiss again ,1
Sure  New Years Eve is only two weeks away Can you wait ,7
No ,7
Me neither ,7
3  2  ,7
Joey  you dont have to count down every time we kiss ,1
Uh  yeah  okay Except I sorta felt like I needed a couple of seconds to get ready ,1
Alright Phoebe ,7
Okay  okay ,7
If I were omnipotent for a day  I would want  um  world peace  no more hunger  good things for the rain-forestAnd bigger boobs ,1
Alright Phoebe ,7
Okay  okay ,7
If I were omnipotent for a day  I would want  um  world peace  no more hunger  good things for the rain-forestAnd bigger boobs ,1
Yeah  see you took mine Chandler  what about you ,7
Uh  if I were omnipotent for a day  I'd make myself omnipotent forever ,7
"See  there's always one guy  ""If I had a wish  I'd wish for three more wishes""" ,6
Hey Joey Hi Hey  buddy ,7
Hey  Joey  what would you do if you were omnipotent ,7
Probably kill myself ,0
Excuse me ,5
Alright Phoebe ,7
Okay  okay ,7
If I were omnipotent for a day  I would want  um  world peace  no more hunger  good things for the rain-forestAnd bigger boobs ,1
Yeah  see you took mine Chandler  what about you ,7
Uh  if I were omnipotent for a day  I'd make myself omnipotent forever ,7
"See  there's always one guy  ""If I had a wish  I'd wish for three more wishes""" ,6
Hey Joey Hi Hey  buddy ,7
Hey  Joey  what would you do if you were omnipotent ,7
Probably kill myself ,0
Excuse me ,5
Hey  if Little Joey's dead  then I got no reason to live ,0
Joey  uh- ,5
Alright Phoebe ,7
Okay  okay ,7
If I were omnipotent for a day  I would want  um  world peace  no more hunger  good things for the rain-forestAnd bigger boobs ,1
Yeah  see you took mine Chandler  what about you ,7
Uh  if I were omnipotent for a day  I'd make myself omnipotent forever ,7
"See  there's always one guy  ""If I had a wish  I'd wish for three more wishes""" ,6
Hey Joey Hi Hey  buddy ,7
Hey  Joey  what would you do if you were omnipotent ,7
Probably kill myself ,0
Excuse me ,5
Hey  if Little Joey's dead  then I got no reason to live ,0
Joey  uh- ,5
You ,7
Joey  onstage ,3
Well can you at least stay to the end of the play ,0
I mean  Ill go to the airport with ya  I-I wanna say good bye ,0
Where are you Vic ,7
Flights in an hour I-I gotta go ,0
Vic Vic ,3
Joey  onstage ,3
Well can you at least stay to the end of the play ,0
I mean  Ill go to the airport with ya  I-I wanna say good bye ,0
Where are you Vic ,7
Flights in an hour I-I gotta go ,0
Vic Vic ,3
In a minute ,3
Joey  onstage ,3
Well can you at least stay to the end of the play ,0
I mean  Ill go to the airport with ya  I-I wanna say good bye ,0
Where are you Vic ,7
Flights in an hour I-I gotta go ,0
Vic Vic ,3
In a minute ,3
So this is it Victor ,0
Joey  onstage ,3
Well can you at least stay to the end of the play ,0
I mean  Ill go to the airport with ya  I-I wanna say good bye ,0
Where are you Vic ,7
Flights in an hour I-I gotta go ,0
Vic Vic ,3
In a minute ,3
So this is it Victor ,0
Yeah  I guess it is ,0
Joey  onstage ,3
Well can you at least stay to the end of the play ,0
I mean  Ill go to the airport with ya  I-I wanna say good bye ,0
Where are you Vic ,7
Flights in an hour I-I gotta go ,0
Vic Vic ,3
In a minute ,3
So this is it Victor ,0
Yeah  I guess it is ,0
Listen  I ah  I gotta say good bye  and-and I gotta say it quick cause this is killing me ,0
One thing you gotta know  is that I will never forget you ,0
But  youve got things you have to do now  and so do I ,0
And so Im gonna get on this spaceship   and Im gonna go to Blargon 7 in search of alternative fuels ,0
But when I return  200 years from now  youll be long gone ,0
But I wont have aged at all ,7
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Oh my God  has she slept at all ,5
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Oh my God  has she slept at all ,5
Nope ,7
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Oh my God  has she slept at all ,5
Nope ,7
No  it's been three nights in a row ,7
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Oh my God  has she slept at all ,5
Nope ,7
No  it's been three nights in a row ,7
Yeah  she finally stopped crying yesterday  but then she found one of Richard's cigar butts out on the terrace  so ,7
Oh  okay that explains it ,7
Nooo Way The most romantic song ever is ,7
See  I-I think that one that Elton John wrote for  um  that guy on ,7
What song was that  Pheebs ,7
Hi Monica ,1
Hey Mon ,1
Hey Mon ,1
Oh my God  has she slept at all ,5
Nope ,7
No  it's been three nights in a row ,7
Yeah  she finally stopped crying yesterday  but then she found one of Richard's cigar butts out on the terrace  so ,7
Oh  okay that explains it ,7
I got a call at two in the morning  but all I could hear was  like  this high squeaky sound  so I thought okay its like a mouse or a opossum ,7
But then I realized where would a mouse or a opossum get the money to make the phone call ,1
So uh  man  are you gonna go to the play with me tonight ,7
Yknow what  I dont know how comfortable I am going to see how hot the sex is between some guy and your girlfriend ,6
Yeah  I know but ,7
Oh no-no-no  Im there ,7
So uh  man  are you gonna go to the play with me tonight ,7
Yknow what  I dont know how comfortable I am going to see how hot the sex is between some guy and your girlfriend ,6
Yeah  I know but ,7
Oh no-no-no  Im there ,7
Hey ,5
Hey Mon Want some pancakes ,1
You made pancakes ,5
Yep Grab a plate ,1
No-no  stay right there  Gettin closer ,7
So uh  man  are you gonna go to the play with me tonight ,7
Yknow what  I dont know how comfortable I am going to see how hot the sex is between some guy and your girlfriend ,6
Yeah  I know but ,7
Oh no-no-no  Im there ,7
Hey ,5
Hey Mon Want some pancakes ,1
You made pancakes ,5
Yep Grab a plate ,1
No-no  stay right there  Gettin closer ,7
Okay  okay  but dont worry  because we also have cereals  muffins  waffles  ,7
Listen also were uh  were watching the game here Saturday night  if people want to come over ,7
Oh yeah ,1
Oh my good God ,5
Hey Continuing the countdown of your favorite meals Tonight  No 3  macaroni and cheese with cut up hot dogs ,7
Look  you have done enough Okay You have to stop this now ,3
Oh my good God ,5
Hey Continuing the countdown of your favorite meals Tonight  No 3  macaroni and cheese with cut up hot dogs ,7
Look  you have done enough Okay You have to stop this now ,3
I will But not tonight For dinner music  I thought we could listen to that tape you made me ,1
Oh my good God ,5
Hey Continuing the countdown of your favorite meals Tonight  No 3  macaroni and cheese with cut up hot dogs ,7
Look  you have done enough Okay You have to stop this now ,3
I will But not tonight For dinner music  I thought we could listen to that tape you made me ,1
Oh  the mixed tape ,7
Hey ,1
Hey ,1
Hey  guess what Im doing tonight ,7
Hey ,1
Hey ,1
Hey  guess what Im doing tonight ,7
What ,7
Hey ,1
Hey ,1
Hey  guess what Im doing tonight ,7
What ,7
Im checking out the restaurant with Pete ,7
Ohh  Monica  I am so excited for you ,1
So honey this uh  this threesome thing umm  I mean how-how are you gonna start to find ,7
Ooh  actually Ive been making a list of all the women I know who might be into doing this ,1
Oh  Wow  Huh  Boy  Well  someones been doing their homework ,5
So honey this uh  this threesome thing umm  I mean how-how are you gonna start to find ,7
Ooh  actually Ive been making a list of all the women I know who might be into doing this ,1
Oh  Wow  Huh  Boy  Well  someones been doing their homework ,5
Yeah Ooh  and I know Gail Rosten is in there twice  but she is so ,7
So honey this uh  this threesome thing umm  I mean how-how are you gonna start to find ,7
Ooh  actually Ive been making a list of all the women I know who might be into doing this ,1
Oh  Wow  Huh  Boy  Well  someones been doing their homework ,5
Yeah Ooh  and I know Gail Rosten is in there twice  but she is so ,7
Oh  I know  Yknow  just-just talking about it is getting me kinda ,7
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
Are you kidding ,5
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
Are you kidding ,5
With the  with the lilies  and-and the song  and the stars ,1
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
Are you kidding ,5
With the  with the lilies  and-and the song  and the stars ,1
It wasreally wonderful ,1
Did you just make that up ,5
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
Are you kidding ,5
With the  with the lilies  and-and the song  and the stars ,1
It wasreally wonderful ,1
Did you just make that up ,5
No  actually I thought about it when  when we were going out ,7
and then  we couldve gone from the ceremony to the reception with you in the sidecar ,1
Ross  it just wouldnt have been feasible ,7
But having a dove place the ring on your finger wouldve been no problem ,3
It was really fun being married to you tonight ,1
Yeah And And  it was the easiest 400 bucks Ive ever made ,1
Okay Ross  can I uh  can I ask you something ,0
Yeah ,7
That proposal  at the planetarium ,7
I know  I know it was stupid ,0
Are you kidding ,5
With the  with the lilies  and-and the song  and the stars ,1
It wasreally wonderful ,1
Did you just make that up ,5
No  actually I thought about it when  when we were going out ,7
Its how I imagined I uh  I would ask you to marry me ,7
Well  that wouldve been very hard to say no too ,7
And thats Im so glad theres no problem ,1
Thats fine  actually Im on the hiring committee  so therell be at least one friendly face ,7
Ohh Thats great ,1
You know  Junior Miss is where I started Oh  I had to sleep with the ,7
Really ,5
And thats Im so glad theres no problem ,1
Thats fine  actually Im on the hiring committee  so therell be at least one friendly face ,7
Ohh Thats great ,1
You know  Junior Miss is where I started Oh  I had to sleep with the ,7
Really ,5
No-ho-ho ,1
And thats Im so glad theres no problem ,1
Thats fine  actually Im on the hiring committee  so therell be at least one friendly face ,7
Ohh Thats great ,1
You know  Junior Miss is where I started Oh  I had to sleep with the ,7
Really ,5
No-ho-ho ,1
Yeah ,7
And thats Im so glad theres no problem ,1
Thats fine  actually Im on the hiring committee  so therell be at least one friendly face ,7
Ohh Thats great ,1
You know  Junior Miss is where I started Oh  I had to sleep with the ,7
Really ,5
No-ho-ho ,1
Yeah ,7
I mean  no-no-no-no-no  dont you worry  Im sure with your qualifications you wont need to sleep with some guy to get that job ,7
Although  I might need some convincing ,7
Well  I  umm ,4
And thats Im so glad theres no problem ,1
Thats fine  actually Im on the hiring committee  so therell be at least one friendly face ,7
Ohh Thats great ,1
You know  Junior Miss is where I started Oh  I had to sleep with the ,7
Really ,5
No-ho-ho ,1
Yeah ,7
I mean  no-no-no-no-no  dont you worry  Im sure with your qualifications you wont need to sleep with some guy to get that job ,7
Although  I might need some convincing ,7
Well  I  umm ,4
Kidding God  I feel wild today ,1
Oh my God Chandler just left though ,5
Yeah but  maybe its not what we think Maybe its tell Monica Im sorry Idrank the last of the milk ,7
Or maybe he-he was writing to tell her that-that hes changed his name  yknow Tell Monica Im sorry ,7
Oh my God Chandler just left though ,5
Yeah but  maybe its not what we think Maybe its tell Monica Im sorry Idrank the last of the milk ,7
Or maybe he-he was writing to tell her that-that hes changed his name  yknow Tell Monica Im sorry ,7
I think it means he freaked out and left ,5
Dont be so negative Good God Isnt it possible that Sorry is sitting in there  right now ,3
Oh my God Chandler just left though ,5
Yeah but  maybe its not what we think Maybe its tell Monica Im sorry Idrank the last of the milk ,7
Or maybe he-he was writing to tell her that-that hes changed his name  yknow Tell Monica Im sorry ,7
I think it means he freaked out and left ,5
Dont be so negative Good God Isnt it possible that Sorry is sitting in there  right now ,3
Okay Phoebe  I-I think Ross is right What are we gonna do ,0
Oh my God Chandler just left though ,5
Yeah but  maybe its not what we think Maybe its tell Monica Im sorry Idrank the last of the milk ,7
Or maybe he-he was writing to tell her that-that hes changed his name  yknow Tell Monica Im sorry ,7
I think it means he freaked out and left ,5
Dont be so negative Good God Isnt it possible that Sorry is sitting in there  right now ,3
Okay Phoebe  I-I think Ross is right What are we gonna do ,0
LookOkay  Im just gonnaIm gonna have to go find him and bring him back ,7
Hey ,1
Hi Hey ,1
Do you guys know any cute guys ,7
Hey ,1
Hi Hey ,1
Do you guys know any cute guys ,7
Well  of course I do My good friend Joey over here ,1
Oh  Im sorry Thank you Chandler ,1
Anyway  theres this big charity ball this weekend and Ralph Lauren bought a table  so I kinda have to go ,7
Whats the charity ,7
I dont know  something either trees or diseaseRalph mumbles a lot ,7
Does Ralph mumble when youre not paying attention ,7
Yeah Its weird But the thing is need to find a date ,5
Hey ,1
What are you guys doing later ,7
Oh  Rachel and I have appointments to get our hair cut ,7
We do ,5
Hey ,1
What are you guys doing later ,7
Oh  Rachel and I have appointments to get our hair cut ,7
We do ,5
I want to see what he wants first ,7
I just found out that Elizabeths dad wants to meet me ,0
Hey ,1
What are you guys doing later ,7
Oh  Rachel and I have appointments to get our hair cut ,7
We do ,5
I want to see what he wants first ,7
I just found out that Elizabeths dad wants to meet me ,0
Wait a minute  hold the phone Youre not Elizabeths dad ,5
Come on guys  I-I really want this guy to like me ,4
Hey ,1
What are you guys doing later ,7
Oh  Rachel and I have appointments to get our hair cut ,7
We do ,5
I want to see what he wants first ,7
I just found out that Elizabeths dad wants to meet me ,0
Wait a minute  hold the phone Youre not Elizabeths dad ,5
Come on guys  I-I really want this guy to like me ,4
It-it would really help me out if you guys were here to make me look good ,0
Hey ,1
What are you guys doing later ,7
Oh  Rachel and I have appointments to get our hair cut ,7
We do ,5
I want to see what he wants first ,7
I just found out that Elizabeths dad wants to meet me ,0
Wait a minute  hold the phone Youre not Elizabeths dad ,5
Come on guys  I-I really want this guy to like me ,4
It-it would really help me out if you guys were here to make me look good ,0
Of course well help Yeah Well be here ,1
Thanks ,1
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Okay ,7
Ah  I-I never should have said what I said ,0
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Okay ,7
Ah  I-I never should have said what I said ,0
Ityknow what ,7
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Okay ,7
Ah  I-I never should have said what I said ,0
Ityknow what ,7
It just doesn't matter how I feel ,0
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Okay ,7
Ah  I-I never should have said what I said ,0
Ityknow what ,7
It just doesn't matter how I feel ,0
I mean we work together  so nothing could really ever happen between us  and what I would love is just to go to work on Monday  and-and never talk about this again  okay ,0
Um  I'm not ,7
Oh  god  I knew it  that I freaked you out ,0
No  you didn't The only thing that freaked me out was you saying that nothing could ever happen between us ,0
Oh  hi How are you doing ,1
I'm okay I gotta go down to the police station and look at mug shots ,0
Thanks for having me over  you guys ,7
Tag ,7
Y-You're going ,1
Uh we didn't  uh we didn't get the chance to talk ,7
Uh  so  where did you say you're from again ,7
Colorado ,7
Ah  what good are you ,7
Look  um  I think we should talk about what happened on the terrace ,7
Okay ,7
Ah  I-I never should have said what I said ,0
Ityknow what ,7
It just doesn't matter how I feel ,0
I mean we work together  so nothing could really ever happen between us  and what I would love is just to go to work on Monday  and-and never talk about this again  okay ,0
Um  I'm not ,7
Oh  god  I knew it  that I freaked you out ,0
No  you didn't The only thing that freaked me out was you saying that nothing could ever happen between us ,0
Really ,5
Get him GET HIM Get him Get- YESSS Not laughing now  are ya pal ,3
